customer_id,loyalty_segment,region,signup_date
CUST_00092,Occasional,Southwest,2023-02-14
CUST_00093,Occasional,Southeast,2023-04-18
CUST_00094,Occasional,Midwest,2023-08-07
CUST_00095,Occasional,Southwest,2023-11-14
CUST_00096,Occasional,Northeast,2023-11-11
CUST_00097,Occasional,West,2023-06-26
CUST_00098,One-time,Northeast,2023-08-16
CUST_00099,One-time,Southeast,2023-07-10
CUST_00100,One-time,West,2023-06-09
CUST_00101,One-time,Midwest,2023-09-24
CUST_00102,Occasional,Southwest,2023-12-24
CUST_00103,One-time,Midwest,2023-11-22
CUST_00104,Occasional,Southeast,2023-07-09
CUST_00105,Loyal,Southeast,2023-06-24
CUST_00106,One-time,Southeast,2023-10-17
CUST_00107,One-time,Southeast,2023-12-23
CUST_00108,Occasional,Northeast,2023-05-25
CUST_00109,One-time,Southeast,2023-08-20
CUST_00110,One-time,Midwest,2023-12-26
CUST_00111,One-time,West,2023-07-23
CUST_00112,One-time,West,2023-08-01
CUST_00113,Loyal,West,2023-02-09
CUST_00114,Loyal,Northeast,2023-10-02
CUST_00115,Occasional,Northeast,2023-11-19
CUST_00116,Loyal,West,2023-03-23
CUST_00117,Loyal,Midwest,2023-06-30
CUST_00118,One-time,Northeast,2023-11-16
CUST_00119,Loyal,West,2023-03-24
CUST_00120,Occasional,West,2023-10-30
CUST_00121,Loyal,Midwest,2023-09-19
CUST_00122,Loyal,Northeast,2023-09-29
CUST_00123,One-time,West,2023-07-19
CUST_00124,One-time,Midwest,2023-08-28
CUST_00125,One-time,West,2023-06-29
CUST_00126,One-time,West,2023-06-20
CUST_00127,Loyal,West,2023-10-22
CUST_00128,Loyal,Midwest,2023-06-26
CUST_00129,One-time,Northeast,2023-08-25
CUST_00130,Occasional,West,2023-05-18
CUST_00131,One-time,West,2023-11-23
CUST_00132,One-time,West,2023-11-07
CUST_00133,One-time,Northeast,2023-05-09
CUST_00134,One-time,Northeast,2023-02-18
CUST_00135,Loyal,Southwest,2023-06-13
CUST_00136,One-time,West,2023-10-04
CUST_00137,Occasional,Southwest,2023-10-20
CUST_00138,Occasional,West,2023-04-26
CUST_00139,One-time,Midwest,2023-01-24
CUST_00140,Loyal,West,2023-11-07
CUST_00141,Loyal,Southwest,2023-01-25
CUST_00142,One-time,Midwest,2023-05-07
CUST_00143,Occasional,West,2023-08-22
CUST_00144,One-time,Northeast,2023-07-28
CUST_00145,One-time,Midwest,2023-04-03
CUST_00146,One-time,West,2023-04-04
CUST_00147,Occasional,Southeast,2023-11-23
CUST_00148,Occasional,Northeast,2023-08-13
CUST_00149,One-time,Southeast,2023-10-07
CUST_00150,One-time,Southeast,2023-01-11
CUST_00151,Loyal,Northeast,2023-11-25
CUST_00152,One-time,Midwest,2023-01-12
CUST_00153,One-time,Southwest,2023-02-04
CUST_00154,Occasional,Midwest,2023-08-16
CUST_00155,Loyal,Northeast,2023-08-08
CUST_00156,One-time,Northeast,2023-05-21
CUST_00157,Occasional,West,2023-01-23
CUST_00158,Occasional,Southeast,2023-03-24
CUST_00159,One-time,West,2023-08-17
CUST_00160,Occasional,West,2023-12-10
CUST_00161,One-time,West,2023-03-21
CUST_00162,Occasional,Southeast,2023-12-19
CUST_00163,Occasional,West,2023-10-17
CUST_00164,Occasional,Southeast,2023-11-27
CUST_00165,One-time,Southwest,2023-06-08
CUST_00166,Loyal,West,2023-05-08
CUST_00167,One-time,Southeast,2023-07-09
CUST_00168,One-time,Southeast,2023-01-31
CUST_00169,One-time,Northeast,2023-12-25
CUST_00170,Occasional,West,2023-01-15
CUST_00171,Occasional,Northeast,2023-11-09
CUST_00172,One-time,Midwest,2023-03-16
CUST_00173,Occasional,Southeast,2023-02-03
CUST_00174,One-time,West,2023-12-25
CUST_00175,Occasional,West,2023-07-15
CUST_00176,One-time,West,2023-11-27
CUST_00177,Occasional,West,2023-01-29
CUST_00178,One-time,Northeast,2023-07-13
CUST_00179,Loyal,Northeast,2023-01-16
CUST_00180,One-time,West,2023-03-18
CUST_00181,One-time,Southeast,2023-10-20
CUST_00182,One-time,Midwest,2023-03-22
CUST_00183,Loyal,Northeast,2023-05-04
CUST_00184,Loyal,Southeast,2023-01-19
CUST_00185,One-time,Northeast,2023-04-12
CUST_00186,Occasional,Southwest,2023-03-18
CUST_00187,Loyal,Southeast,2023-08-17
CUST_00188,Occasional,Midwest,2023-10-24
CUST_00189,Occasional,Northeast,2023-07-22
CUST_00190,One-time,West,2023-03-02
CUST_00191,One-time,Southeast,2023-01-26
CUST_00192,Loyal,Southwest,2023-03-12
CUST_00193,Loyal,Southwest,2023-04-13
CUST_00194,Occasional,Southeast,2023-11-22
CUST_00195,One-time,Southwest,2023-12-29
CUST_00196,One-time,Southwest,2023-06-06
CUST_00197,Occasional,West,2023-12-29
CUST_00198,Loyal,West,2023-12-25
CUST_00199,Loyal,Southeast,2023-07-13
CUST_00200,Occasional,Midwest,2023-10-02
CUST_00201,Occasional,Northeast,2023-11-20
CUST_00202,One-time,Northeast,2023-07-05
CUST_00203,One-time,Southwest,2023-11-22
CUST_00204,Loyal,Southeast,2023-04-23
CUST_00205,Occasional,West,2023-11-09
CUST_00206,One-time,West,2023-06-14
CUST_00207,One-time,Southwest,2023-03-02
CUST_00208,Occasional,Southwest,2023-04-02
CUST_00209,One-time,Southeast,2023-10-13
CUST_00210,One-time,Northeast,2023-06-02
CUST_00211,Occasional,Southeast,2023-08-13
CUST_00212,Occasional,Northeast,2023-05-07
CUST_00213,Occasional,Northeast,2023-07-12
CUST_00214,One-time,Southeast,2023-04-25
CUST_00215,Occasional,West,2023-09-19
CUST_00216,One-time,Midwest,2023-01-18
CUST_00217,One-time,Southeast,2023-01-10
CUST_00218,Occasional,West,2023-04-02
CUST_00219,Occasional,Southeast,2023-05-19
CUST_00220,Loyal,Northeast,2023-11-29
CUST_00221,Occasional,West,2023-12-23
CUST_00222,Occasional,West,2023-12-06
CUST_00223,One-time,West,2023-02-21
CUST_00224,One-time,Northeast,2023-07-14
CUST_00225,One-time,West,2023-07-25
CUST_00226,One-time,West,2023-10-14
CUST_00227,Loyal,Midwest,2023-04-03
CUST_00228,One-time,West,2023-11-05
CUST_00229,Loyal,Southwest,2023-05-25
CUST_00230,Occasional,Midwest,2023-03-27
CUST_00231,Occasional,Midwest,2023-06-02
CUST_00232,Occasional,Southwest,2023-01-02
CUST_00233,Occasional,West,2023-12-08
CUST_00234,Occasional,Midwest,2023-09-17
CUST_00235,One-time,West,2023-06-13
CUST_00236,Occasional,Southeast,2023-01-06
CUST_00237,One-time,Southeast,2023-05-29
CUST_00238,One-time,Midwest,2023-07-24
CUST_00239,Occasional,Southwest,2023-04-28
CUST_00240,One-time,Southwest,2023-03-30
CUST_00241,Loyal,Southeast,2023-06-03
CUST_00242,Loyal,Midwest,2023-06-16
CUST_00243,Loyal,Northeast,2023-06-10
CUST_00244,One-time,Southwest,2023-09-27
CUST_00245,One-time,Southwest,2023-02-25
CUST_00246,Loyal,West,2023-08-16
CUST_00247,One-time,West,2023-12-03
CUST_00248,Loyal,West,2023-05-29
CUST_00249,Loyal,Midwest,2023-02-15
CUST_00250,Loyal,Northeast,2023-05-24
CUST_00251,One-time,Midwest,2023-08-26
CUST_00252,One-time,West,2023-09-29
CUST_00253,Loyal,West,2023-04-30
CUST_00254,One-time,Southeast,2023-12-06
CUST_00255,One-time,Southwest,2023-08-08
CUST_00256,Occasional,Northeast,2023-01-08
CUST_00257,Loyal,Midwest,2023-12-10
CUST_00258,Occasional,West,2023-10-02
CUST_00259,Occasional,West,2023-12-19
CUST_00260,One-time,West,2023-03-07
CUST_00261,Occasional,Southeast,2023-03-20
CUST_00262,Loyal,Northeast,2023-03-27
CUST_00263,One-time,West,2023-05-04
CUST_00264,Occasional,Midwest,2023-07-21
CUST_00265,Loyal,Northeast,2023-05-30
CUST_00266,Occasional,West,2023-02-15
CUST_00267,Occasional,Midwest,2023-04-23
CUST_00268,Occasional,West,2023-04-01
CUST_00269,One-time,West,2023-05-21
CUST_00270,One-time,Northeast,2023-10-16
CUST_00271,Loyal,Northeast,2023-08-06
CUST_00272,Loyal,West,2023-03-18
CUST_00273,Loyal,West,2023-11-30
CUST_00274,Loyal,West,2023-06-01
CUST_00275,Occasional,West,2023-11-19
CUST_00276,Occasional,West,2023-08-27
CUST_00277,Occasional,Southwest,2023-04-25
CUST_00278,Occasional,Midwest,2023-11-15
CUST_00279,Occasional,Midwest,2023-04-04
CUST_00280,Occasional,Southeast,2023-02-17
CUST_00281,Loyal,Northeast,2023-07-10
CUST_00282,One-time,Midwest,2023-01-12
CUST_00283,One-time,Southeast,2023-06-05
CUST_00284,One-time,Southwest,2023-06-21
CUST_00285,Occasional,Midwest,2023-10-23
CUST_00286,One-time,Midwest,2023-06-26
CUST_00287,Occasional,Southeast,2023-12-07
CUST_00288,Occasional,Northeast,2023-02-26
CUST_00289,One-time,Northeast,2023-12-09
CUST_00290,Occasional,Midwest,2023-12-06
CUST_00291,One-time,Northeast,2023-07-22
CUST_00292,One-time,West,2023-07-04
CUST_00293,Loyal,Southwest,2023-05-01
CUST_00294,One-time,Southwest,2023-08-14
CUST_00295,One-time,West,2023-07-21
CUST_00296,Occasional,Northeast,2023-11-26
CUST_00297,Occasional,Southwest,2023-12-29
CUST_00298,One-time,Southwest,2023-12-22
CUST_00299,Occasional,Northeast,2023-08-04
CUST_00300,One-time,West,2023-02-12
CUST_00301,One-time,Southeast,2023-01-23
CUST_00302,Occasional,West,2023-06-04
CUST_00303,Occasional,Southwest,2023-07-05
CUST_00304,Occasional,Northeast,2023-09-06
CUST_00305,Occasional,Southwest,2023-08-25
CUST_00306,Loyal,West,2023-10-20
CUST_00307,Occasional,Southwest,2023-05-14
CUST_00308,One-time,Midwest,2023-11-17
CUST_00309,Occasional,West,2023-01-22
CUST_00310,One-time,Northeast,2023-12-27
CUST_00311,One-time,Southeast,2023-03-29
CUST_00312,One-time,Northeast,2023-06-02
CUST_00313,One-time,Southwest,2023-05-05
CUST_00314,Loyal,West,2023-03-20
CUST_00315,Loyal,Southwest,2023-12-12
CUST_00316,Occasional,Southwest,2023-02-20
CUST_00317,One-time,Northeast,2023-08-04
CUST_00318,One-time,Southeast,2023-06-25
CUST_00319,One-time,Northeast,2023-12-24
CUST_00320,One-time,Northeast,2023-09-10
CUST_00321,Occasional,Southeast,2023-09-03
CUST_00322,Occasional,Midwest,2023-08-15
CUST_00323,Occasional,Southeast,2023-04-16
CUST_00324,One-time,Northeast,2023-07-12
CUST_00325,Loyal,Northeast,2023-11-12
CUST_00326,Occasional,Northeast,2023-10-29
CUST_00327,Occasional,Southwest,2023-02-05
CUST_00328,Occasional,West,2023-07-23
CUST_00329,One-time,Southwest,2023-09-24
CUST_00330,One-time,Midwest,2023-09-25
CUST_00331,One-time,Southeast,2023-06-19
CUST_00332,Occasional,West,2023-02-08
CUST_00333,One-time,Southeast,2023-05-19
CUST_00334,One-time,Southeast,2023-10-19
CUST_00335,One-time,Southeast,2023-02-21
CUST_00336,One-time,Northeast,2023-10-14
CUST_00337,Loyal,Southeast,2023-10-16
CUST_00338,Occasional,Southeast,2023-05-21
CUST_00339,Occasional,West,2023-05-26
CUST_00340,One-time,Northeast,2023-11-10
CUST_00341,Occasional,Northeast,2023-07-03
CUST_00342,Occasional,West,2023-06-01
CUST_00343,One-time,Northeast,2023-07-20
CUST_00344,One-time,Southeast,2023-05-08
CUST_00345,One-time,Southwest,2023-10-14
CUST_00346,Occasional,Northeast,2023-11-07
CUST_00347,Occasional,Northeast,2023-09-10
CUST_00348,One-time,Midwest,2023-09-23
CUST_00349,One-time,Southeast,2023-07-07
CUST_00350,Occasional,Midwest,2023-08-18
CUST_00351,Occasional,West,2023-09-28
CUST_00352,Loyal,Northeast,2023-09-16
CUST_00353,Occasional,Midwest,2023-10-26
CUST_00354,One-time,Midwest,2023-07-17
CUST_00355,One-time,Northeast,2023-11-19
CUST_00356,Occasional,West,2023-02-25
CUST_00357,One-time,Southeast,2023-11-15
CUST_00358,Occasional,Midwest,2023-07-22
CUST_00359,Loyal,Northeast,2023-09-28
CUST_00360,Occasional,Midwest,2023-04-19
CUST_00361,One-time,Southeast,2023-04-26
CUST_00362,Occasional,West,2023-04-02
CUST_00363,Occasional,Northeast,2023-05-18
CUST_00364,Occasional,Southeast,2023-10-30
CUST_00365,Loyal,Midwest,2023-02-26
CUST_00366,One-time,West,2023-02-19
CUST_00367,Loyal,Midwest,2023-03-12
CUST_00368,Loyal,West,2023-03-23
CUST_00369,One-time,West,2023-04-15
CUST_00370,One-time,Southwest,2023-03-29
CUST_00371,One-time,Southeast,2023-01-02
CUST_00372,One-time,Midwest,2023-12-26
CUST_00373,One-time,West,2023-03-25
CUST_00374,Occasional,Southwest,2023-02-12
CUST_00375,One-time,Southwest,2023-06-03
CUST_00376,One-time,Southeast,2023-11-23
CUST_00377,Loyal,Northeast,2023-04-04
CUST_00378,One-time,Midwest,2023-10-25
CUST_00379,Loyal,West,2023-05-13
CUST_00380,One-time,Midwest,2023-03-06
CUST_00381,One-time,Midwest,2023-10-17
CUST_00382,Occasional,West,2023-09-14
CUST_00383,Occasional,Southeast,2023-08-01
CUST_00384,Loyal,Southwest,2023-05-28
CUST_00385,Occasional,Southeast,2023-03-02
CUST_00386,Loyal,Southeast,2023-05-29
CUST_00387,One-time,Midwest,2023-03-29
CUST_00388,One-time,West,2023-11-20
CUST_00389,Occasional,Northeast,2023-10-05
CUST_00390,Loyal,Northeast,2023-03-23
CUST_00391,Loyal,Southwest,2023-05-09
CUST_00392,One-time,Northeast,2023-10-13
CUST_00393,One-time,Midwest,2023-12-19
CUST_00394,Occasional,Midwest,2023-10-07
CUST_00395,One-time,Midwest,2023-09-27
CUST_00396,Loyal,West,2023-10-19
CUST_00397,Loyal,Southeast,2023-07-22
CUST_00398,One-time,Midwest,2023-01-24
CUST_00399,Occasional,Southeast,2023-12-17
CUST_00400,Occasional,West,2023-11-07
CUST_00401,One-time,Northeast,2023-07-27
CUST_00402,Loyal,Midwest,2023-10-07
CUST_00403,Occasional,Northeast,2023-07-24
CUST_00404,Loyal,Southeast,2023-06-01
CUST_00405,One-time,Northeast,2023-01-26
CUST_00406,Loyal,Northeast,2023-07-13
CUST_00407,One-time,West,2023-12-02
CUST_00408,One-time,Southeast,2023-08-26
CUST_00409,Loyal,Southwest,2023-11-17
CUST_00410,One-time,Southwest,2023-03-16
CUST_00411,One-time,Midwest,2023-06-12
CUST_00412,Loyal,Northeast,2023-10-26
CUST_00413,Loyal,Southeast,2023-01-29
CUST_00414,Occasional,West,2023-06-14
CUST_00415,Occasional,Southeast,2023-12-03
CUST_00416,One-time,Northeast,2023-07-05
CUST_00417,One-time,Midwest,2023-02-23
CUST_00418,One-time,West,2023-10-22
CUST_00419,Occasional,West,2023-02-11
CUST_00420,Occasional,Northeast,2023-10-12
CUST_00421,Occasional,West,2023-05-18
CUST_00422,Occasional,Southeast,2023-07-06
CUST_00423,One-time,Northeast,2023-07-23
CUST_00424,Occasional,Southwest,2023-02-11
CUST_00425,One-time,Southeast,2023-12-16
CUST_00426,Occasional,Southeast,2023-10-15
CUST_00427,One-time,Northeast,2023-01-26
CUST_00428,Loyal,Southwest,2023-02-25
CUST_00429,One-time,West,2023-09-10
CUST_00430,One-time,West,2023-05-02
CUST_00431,One-time,West,2023-04-16
CUST_00432,Occasional,Northeast,2023-05-10
CUST_00433,Occasional,Midwest,2023-12-03
CUST_00434,One-time,Southeast,2023-06-07
CUST_00435,One-time,Northeast,2023-08-19
CUST_00436,Occasional,Midwest,2023-11-04
CUST_00437,One-time,Southwest,2023-04-01
CUST_00438,Loyal,Northeast,2023-01-22
CUST_00439,Occasional,Southeast,2023-10-17
CUST_00440,One-time,Northeast,2023-04-20
CUST_00441,One-time,Southeast,2023-02-18
CUST_00442,Loyal,Southwest,2023-05-09
CUST_00443,One-time,Midwest,2023-03-14
CUST_00444,One-time,Midwest,2023-12-06
CUST_00445,Loyal,West,2023-02-22
CUST_00446,Loyal,Northeast,2023-12-22
CUST_00447,Loyal,Midwest,2023-06-17
CUST_00448,Occasional,Midwest,2023-02-14
CUST_00449,One-time,Midwest,2023-04-15
CUST_00450,One-time,Southwest,2023-05-30
CUST_00451,Occasional,West,2023-05-26
CUST_00452,Occasional,Southeast,2023-07-23
CUST_00453,One-time,West,2023-12-28
CUST_00454,Loyal,Northeast,2023-10-26
CUST_00455,One-time,Northeast,2023-06-16
CUST_00456,Occasional,Northeast,2023-07-20
CUST_00457,One-time,Southeast,2023-05-14
CUST_00458,Occasional,Midwest,2023-07-30
CUST_00459,One-time,West,2023-02-17
CUST_00460,One-time,Southwest,2023-05-06
CUST_00461,One-time,Midwest,2023-08-27
CUST_00462,Occasional,Midwest,2023-01-07
CUST_00463,Occasional,Northeast,2023-09-29
CUST_00464,Occasional,Northeast,2023-02-06
CUST_00465,Loyal,Midwest,2023-07-30
CUST_00466,One-time,Midwest,2023-06-14
CUST_00467,One-time,West,2023-05-05
CUST_00468,Loyal,Northeast,2023-12-03
CUST_00469,One-time,Northeast,2023-07-11
CUST_00470,Loyal,Midwest,2023-08-06
CUST_00471,One-time,Southeast,2023-08-02
CUST_00472,Loyal,Northeast,2023-03-03
CUST_00473,One-time,West,2023-11-24
CUST_00474,Loyal,Northeast,2023-06-10
CUST_00475,Occasional,West,2023-03-07
CUST_00476,Loyal,Southeast,2023-10-13
CUST_00477,One-time,Northeast,2023-08-27
CUST_00478,Occasional,Southeast,2023-01-20
CUST_00479,Loyal,West,2023-07-07
CUST_00480,Occasional,Southeast,2023-03-23
CUST_00481,Occasional,West,2023-12-29
CUST_00482,Occasional,Northeast,2023-07-21
CUST_00483,Occasional,West,2023-05-12
CUST_00484,Occasional,Southeast,2023-02-06
CUST_00485,Occasional,West,2023-05-12
CUST_00486,Loyal,Midwest,2023-03-18
CUST_00487,One-time,Southwest,2023-03-30
CUST_00488,One-time,Southeast,2023-09-10
CUST_00489,Loyal,Northeast,2023-12-10
CUST_00490,Loyal,Northeast,2023-07-13
CUST_00491,Occasional,West,2023-06-25
CUST_00492,Occasional,Midwest,2023-02-02
CUST_00493,One-time,West,2023-02-27
CUST_00494,One-time,Southeast,2023-07-20
CUST_00495,Occasional,Southeast,2023-01-28
CUST_00496,One-time,Northeast,2023-02-04
CUST_00497,Occasional,Southwest,2023-05-05
CUST_00498,One-time,West,2023-11-17
CUST_00499,Loyal,Southwest,2023-02-11
CUST_00500,Loyal,Southeast,2023-03-26
CUST_00501,Occasional,West,2023-07-07
CUST_00502,Occasional,West,2023-04-21
CUST_00503,One-time,Southeast,2023-09-28
CUST_00504,Loyal,West,2023-11-21
CUST_00505,Occasional,Southwest,2023-04-15
CUST_00506,One-time,Southwest,2023-11-16
CUST_00507,Loyal,West,2023-02-10
CUST_00508,Loyal,Southeast,2023-08-03
CUST_00509,Loyal,Southeast,2023-03-12
CUST_00510,Occasional,Southwest,2023-02-25
CUST_00511,Occasional,Northeast,2023-08-24
CUST_00512,One-time,West,2023-10-08
CUST_00513,Loyal,West,2023-04-15
CUST_00514,Loyal,West,2023-06-11
CUST_00515,One-time,Southwest,2023-07-10
CUST_00516,One-time,Southeast,2023-01-09
CUST_00517,One-time,Southeast,2023-03-01
CUST_00518,Loyal,Northeast,2023-11-01
CUST_00519,Loyal,Midwest,2023-08-13
CUST_00520,One-time,Southeast,2023-11-03
CUST_00521,Occasional,Southeast,2023-07-07
CUST_00522,One-time,West,2023-03-11
CUST_00523,Loyal,Southwest,2023-10-20
CUST_00524,Loyal,Northeast,2023-10-14
CUST_00525,Loyal,Southeast,2023-06-18
CUST_00526,Occasional,Southwest,2023-03-03
CUST_00527,One-time,Northeast,2023-12-15
CUST_00528,One-time,Northeast,2023-01-14
CUST_00529,One-time,Northeast,2023-06-13
CUST_00530,Loyal,Midwest,2023-09-02
CUST_00531,Loyal,Northeast,2023-12-01
CUST_00532,Loyal,Southwest,2023-01-08
CUST_00533,Loyal,Midwest,2023-06-03
CUST_00534,Occasional,Midwest,2023-02-05
CUST_00535,Occasional,Southeast,2023-02-17
CUST_00536,Loyal,Midwest,2023-03-26
CUST_00537,Loyal,West,2023-01-28
CUST_00538,One-time,West,2023-07-15
CUST_00539,Occasional,West,2023-07-27
CUST_00540,One-time,Midwest,2023-07-23
CUST_00541,Loyal,Southwest,2023-11-03
CUST_00542,Occasional,West,2023-04-14
CUST_00543,One-time,West,2023-08-18
CUST_00544,Occasional,Northeast,2023-04-11
CUST_00545,Occasional,Northeast,2023-01-29
CUST_00546,One-time,Northeast,2023-05-07
CUST_00547,One-time,West,2023-12-04
CUST_00548,Occasional,Southeast,2023-01-10
CUST_00549,Occasional,Southeast,2023-04-16
CUST_00550,Occasional,Southwest,2023-06-16
CUST_00551,Occasional,Southwest,2023-09-14
CUST_00552,Loyal,Southwest,2023-10-22
CUST_00553,Occasional,Southeast,2023-10-04
CUST_00554,Occasional,West,2023-03-06
CUST_00555,Loyal,Southeast,2023-09-28
CUST_00556,One-time,Northeast,2023-07-07
CUST_00557,One-time,Northeast,2023-11-13
CUST_00558,One-time,Southeast,2023-05-18
CUST_00559,Occasional,Midwest,2023-12-09
CUST_00560,Occasional,West,2023-04-15
CUST_00561,Occasional,Northeast,2023-02-03
CUST_00562,One-time,West,2023-04-20
CUST_00563,One-time,Midwest,2023-02-02
CUST_00564,One-time,Southeast,2023-12-20
CUST_00565,One-time,Midwest,2023-08-19
CUST_00566,Occasional,Southeast,2023-11-13
CUST_00567,One-time,Midwest,2023-09-23
CUST_00568,One-time,Midwest,2023-07-01
CUST_00569,Loyal,Northeast,2023-12-06
CUST_00570,One-time,Northeast,2023-03-06
CUST_00571,Occasional,Midwest,2023-11-29
CUST_00572,Occasional,Southwest,2023-01-01
CUST_00573,One-time,Southeast,2023-05-13
CUST_00574,Occasional,West,2023-03-21
CUST_00575,Loyal,West,2023-09-28
CUST_00576,Loyal,Southwest,2023-08-29
CUST_00577,One-time,West,2023-01-28
CUST_00578,Loyal,Midwest,2023-08-11
CUST_00579,Occasional,West,2023-01-23
CUST_00580,One-time,Southwest,2023-04-19
CUST_00581,Occasional,Southeast,2023-04-17
CUST_00582,Loyal,Southeast,2023-05-25
CUST_00583,Occasional,Northeast,2023-12-20
CUST_00584,One-time,West,2023-05-19
CUST_00585,Occasional,West,2023-10-11
CUST_00586,One-time,Northeast,2023-10-25
CUST_00587,One-time,Midwest,2023-04-09
CUST_00588,One-time,Midwest,2023-11-13
CUST_00589,One-time,Northeast,2023-05-03
CUST_00590,One-time,Southwest,2023-11-16
CUST_00591,One-time,Northeast,2023-10-14
CUST_00592,Occasional,Northeast,2023-03-22
CUST_00593,One-time,Midwest,2023-01-10
CUST_00594,One-time,West,2023-01-08
CUST_00595,Loyal,Northeast,2023-07-24
CUST_00596,Occasional,West,2023-11-11
CUST_00597,Occasional,Midwest,2023-07-16
CUST_00598,One-time,Northeast,2023-07-17
CUST_00599,One-time,Northeast,2023-01-30
CUST_00600,One-time,Midwest,2023-01-20
CUST_00601,One-time,Southeast,2023-02-17
CUST_00602,One-time,Southwest,2023-05-10
CUST_00603,One-time,West,2023-10-20
CUST_00604,One-time,Southwest,2023-05-12
CUST_00605,One-time,Southeast,2023-12-22
CUST_00606,Occasional,Southwest,2023-02-23
CUST_00607,One-time,Midwest,2023-10-08
CUST_00608,One-time,Southeast,2023-09-22
CUST_00609,Occasional,Northeast,2023-08-03
CUST_00610,Occasional,Northeast,2023-10-17
CUST_00611,One-time,West,2023-02-12
CUST_00612,Occasional,Midwest,2023-03-15
CUST_00613,Occasional,Southeast,2023-12-16
